user_id,has_prior_experience,round_number,num_tests,time_per_test_seconds,total_test_time_seconds,total_round_time_seconds,user_object_identification,ground_truth_objects,object_identification_correct,rule_inference_text,rule_choice,ground_truth_rule,rule_choice_correct
62029a55ef1cb18a1337c61a,False,3,4,"[4.012, 4.251, 3.327, 3.275]",14.865,36.715,"[2, 3]","[2, 3]",True,You can turn on the Nexium machine with EITHER object 3 or object 4,disjunctive,disjunctive,True
628eada3a9c9e0776884f27d,False,1,10,"[7.819, 6.328, 3.773, 2.942, 3.744, 5.067, 7.742, 3.235, 15.188, 4.946]",60.784,155.362,"[1, 2, 3]","[2, 3]",False,Object 4 is always a Nexiom. Objects 2 and 3 are a Nexiom when they are together.,conjunctive,disjunctive,False
628eada3a9c9e0776884f27d,False,2,14,"[5.002, 5.689, 3.152, 4.471, 3.304, 3.12, 4.547, 5.465, 5.047, 7.384, 4.242, 10.311, 34.602, 17.031]",113.367,154.978,"[1, 3]","[1, 3]",True,Objects 2 and 4 are Nexioms together and not separately.,conjunctive,conjunctive,True
628eada3a9c9e0776884f27d,False,3,9,"[3.862, 4.905, 5.424, 4.92, 7.398, 4.463, 3.939, 4.683, 3.931]",43.525,75.439,"[0, 2]","[0, 2]",True,1 and 3 are Nexioms when they are together only.,conjunctive,conjunctive,True
63f8083b81d600b33e288f21,False,1,8,"[23.563, 4.376, 6.155, 8.729, 21.385, 5.096, 5.447, 8.28]",83.031,216.727,"[0, 3]","[0, 3]",True,"If object 1 or object 4 is on the platform, the machine will turn on.",disjunctive,disjunctive,True
63f8083b81d600b33e288f21,False,2,7,"[10.547, 8.182, 4.17, 10.762, 13.251, 11.811, 20.346]",79.069,158.24,"[2, 3]","[2, 3]",True,"If object 3 or object 4 is on the platform, the machine turns on.",disjunctive,disjunctive,True
63f8083b81d600b33e288f21,False,3,11,"[5.741, 3.094, 3.978, 6.664, 12.964, 3.933, 11.631, 11.435, 31.078, 22.449, 21.515]",134.482,241.159,"[0, 2]","[0, 2]",True,Object one and three both have to be on the platform in order for the machine to turn on.,conjunctive,conjunctive,True
663e3cebf22215cffd238d3e,False,1,8,"[4.263, 3.651, 3.079, 2.327, 5.058, 4.254, 6.758, 3.938]",33.328,107.821,"[0, 3]","[0, 3]",True,"The rule is that either Object 1 or Object 4 has to be present on the machine. They are not tied to each other, so just one of them has to present on the machine to turn it on. Object 2 and 3 are not Nexiom's, but they will not disrupt the machine from turning on when Object 1 or 4 are present.",disjunctive,disjunctive,True
663e3cebf22215cffd238d3e,False,2,9,"[2.373, 5.154, 2.433, 2.514, 4.293, 5.732, 4.285, 5.309, 4.839]",36.932,87.409,"[1, 2]","[1, 2]",True,"The rule is that Object 2 and Object 3 are Nexioms, and at least one of them has to be present to turn on the machine.",disjunctive,disjunctive,True
663e3cebf22215cffd238d3e,False,3,13,"[2.406, 3.364, 3.46, 2.592, 3.278, 5.318, 4.076, 4.463, 4.804, 4.402, 4.394, 7.113, 3.118]",52.788,110.703,"[0, 2]","[0, 2]",True,"The rule is that Object 1 and Object 3 have to be present on the machine together to turn on the machine. Other objects can be present and still turn the machine on, as long as Object 1 and 3 are included on the machine. Object 1 and 3 are tied to each other.",conjunctive,conjunctive,True
668ef254bc2ae7eae4f06805,False,1,2,"[9.437, 9.525]",18.962,102.431,[2],"[2, 3]",False,the machine turns on iff object 3 is active,disjunctive,disjunctive,True
668ef254bc2ae7eae4f06805,False,2,8,"[9.506, 6.106, 6.869, 4.03, 6.535, 13.73, 4.732, 8.697]",60.205,158.391,"[0, 1, 2, 3]","[0, 1]",False,"the machine turns on if 1 is active, or any combo of 2, 3, and 4 are active",disjunctive,disjunctive,True
668ef254bc2ae7eae4f06805,False,3,10,"[10.426, 4.575, 3.529, 2.915, 7.444, 9.218, 3.591, 13.146, 10.645, 7.722]",73.211,120.184,"[0, 3]","[0, 3]",True,the machine turns on iff 1 and 4 are active,conjunctive,conjunctive,True
66aa5c3f0d9d6bcf931c3533,False,1,8,"[8.121, 7.268, 4.774, 5.027, 7.31, 12.011, 6.753, 6.236]",57.5,206.584,"[0, 1]","[0, 1]",True,"Object 1 and 2 are both nexiums, they can activate the device on their own, or they can ""boost"" the non nexiums to turn on the device.",disjunctive,disjunctive,True
66aa5c3f0d9d6bcf931c3533,False,2,9,"[4.571, 5.32, 4.061, 3.599, 5.79, 4.461, 3.763, 11.416, 8.639]",51.62,129.507,"[0, 3]","[0, 3]",True,Object 1 and 4 are nexiums and they are able to turn on the device even when paired with objects 2 and 3 which are not nexiums,disjunctive,disjunctive,True
66aa5c3f0d9d6bcf931c3533,False,3,16,"[4.096, 4.355, 4.349, 4.291, 7.501, 4.481, 4.218, 7.815, 5.747, 7.062, 16.199, 5.84, 5.963, 7.529, 13.231, 9.11]",111.787,201.29,[3],"[2, 3]",False,"object 4 is not a nexium on its own, but it acts as a catalyst. when object 4 is paired with any other object it will turn on the device.",conjunctive,conjunctive,True
