user_id,exploration_time_seconds,total_test_time_seconds,total_round_time_seconds,num_tests,time_per_test_seconds,user_object_identification,ground_truth_objects,object_identification_correct,rule_inference_text,rule_choice,ground_truth_rule,rule_choice_correct,action_history_length
62eab7b53494af2a6cb73504,131.688,131.689,408.775,16,"[32.376, 3.534, 3.544, 3.532, 6.172, 10.107, 6.657, 8.807, 7.713, 6.576, 8.443, 5.653, 7.243, 11.256, 7.155, 2.921]","[1, 2]","[1, 2]",True,"I think the rule is any combination of 2 and 3 will turn the machine on.  Both 2 and 3 need to be together to make the machine work, 1 and 4 can be added but aren't necessary.",conjunctive,conjunctive,True,67
6307bd3bb93e804d22332b3e,27.017,27.017,344.895,7,"[4.704, 3.176, 1.103, 4.263, 3.668, 2.777, 7.326]","[1, 3]","[1, 3]",True,2 and 4 need to be active at the same time,conjunctive,conjunctive,True,19
63614a372fef8174fe8363f1,32.629,32.629,103.497,5,"[7.064, 7.131, 8.069, 3.813, 6.552]","[2, 3]","[2, 3]",True,"I don't know, they just do?",disjunctive,disjunctive,True,15
63b6ef9027eb90f292852ee4,66.059,66.059,124.292,7,"[8.119, 6.29, 6.793, 3.879, 6.373, 29.677, 4.928]","[0, 2]","[0, 2]",True,Object 1 or Object 3 will turn it on.,disjunctive,disjunctive,True,23
63b6ffb02943686f4f354741,77.332,77.333,147.968,12,"[8.744, 5.313, 4.935, 3.447, 6.985, 5.043, 4.213, 10.073, 8.618, 7.314, 7.11, 5.538]","[0, 2]","[0, 2]",True,At least object 1 or 3 needs to be on the platform in order for this machine to turn on.,disjunctive,disjunctive,True,40
63fcf26a814570a76bcf2237,56.531,56.53,162.982,11,"[8.078, 3.466, 5.604, 3.079, 3.509, 4.018, 4.082, 3.316, 5.665, 10.091, 5.622]","[1, 3]","[1, 3]",True,After testing the machines all together and independently it appears to me that there are two Nexioms required to turn the machine on.,conjunctive,conjunctive,True,26
6452945d35a44481f5757a6c,55.477,55.477,148.052,6,"[8.187, 4.679, 7.921, 9.782, 10.027, 14.881]","[0, 2]","[0, 2]",True,It's turned on by odd numbers,disjunctive,disjunctive,True,17
6473bd2d95a488b826bc24c4,16.666,16.666,82.319,4,"[5.162, 5.684, 3.228, 2.592]","[2, 3]","[2, 3]",True,Objects 3 and 4 are Nexioms.,disjunctive,disjunctive,True,12
65006ac193352f62ba59a095,47.17,47.17,166.267,4,"[27.741, 5.921, 9.061, 4.447]","[0, 1]","[0, 1]",True,Only nexioms hold power,disjunctive,disjunctive,True,16
650a6d03acf66d20e752b42c,138.235,138.236,248.156,14,"[8.452, 6.007, 7.722, 4.925, 6.125, 6.272, 15.045, 7.676, 8.415, 14.512, 10.076, 14.752, 17.043, 11.214]","[1, 3]","[1, 3]",True,Both Object 2 and Object 4 have to be on the platform together at the same time to turn on this Nexiom machine.,conjunctive,conjunctive,True,58
654e6dcbb060f1ea2d712339,187.824,187.826,404.488,16,"[25.536, 6.078, 3.895, 4.382, 50.294, 7.31, 8.386, 8.32, 10.385, 6.377, 15.151, 8.725, 6.219, 4.651, 17.473, 4.644]","[0, 2]","[0, 2]",True,"The machine only turns on when both objects 1 and 3 are on the machine. If either one or both are not on the machine, it will not turn on.",conjunctive,conjunctive,True,62
655fd05c12d38751dfa91559,68.562,68.56,257.405,11,"[7.193, 3.704, 2.752, 2.85, 2.964, 4.713, 6.984, 4.95, 17.403, 7.877, 7.17]","[2, 3]","[2, 3]",True,"Nexioms will power the machine. If there are other objects with it, it will still be powered. I have tested at most three other objects sitting with a Nexiom object and the machine will stay powered.",disjunctive,disjunctive,True,39
65cbe16e047f780198657d96,67.818,67.819,199.139,10,"[12.62, 5.402, 7.17, 4.368, 6.667, 3.485, 3.211, 8.806, 8.194, 7.896]","[1, 2]","[1, 2]",True,"For this machine, I believe none of the objects are Nexioms on their own but when 2 and 3 are put together in tandem, they must be activating one another to become Nexioms.",disjunctive,conjunctive,False,24
65da5ea53cf757c346ee5b18,82.613,82.612,169.13,7,"[8.545, 9.559, 12.282, 16.118, 8.582, 12.982, 14.544]","[1, 2]","[1, 2]",True,Machine will turn on in Objects 2 or 3 are present,disjunctive,disjunctive,True,29
65e8d07f6dee8323f49a2b5b,71.476,71.476,178.966,9,"[8.398, 6.419, 3.477, 3.758, 3.534, 17.825, 9.304, 8.303, 10.458]","[0, 3]","[0, 3]",True,"If object 1 and object 4 are placed on the machine, then it will turn on.",conjunctive,conjunctive,True,33
6618650ff8e368f495675c9f,91.73,91.732,209.146,11,"[26.188, 9.32, 3.65, 4.01, 5.065, 4.597, 9.721, 3.161, 12.558, 4.48, 8.982]","[1, 3]","[1, 3]",True,The machine turns on if 2 or 4 are on the machine,disjunctive,disjunctive,True,36
661a38cd3b483dbdaafbf325,197.847,197.847,390.27,14,"[7.934, 16.06, 8.952, 4.346, 46.223, 30.946, 3.943, 13.318, 16.374, 15.14, 12.27, 5.543, 7.527, 9.271]","[0, 1]","[0, 1]",True,It only turns on with objects 1 and 2 used together.,conjunctive,conjunctive,True,40
662f98ee5dc1287d77d01750,153.992,153.992,270.795,5,"[129.902, 6.113, 4.933, 6.087, 6.957]","[1, 2]","[1, 2]",True,When the Nexioms are on the platform the Machine turns on,conjunctive,disjunctive,False,15
66311cdfdc6a541751ee782a,78.097,78.097,150.663,8,"[14.183, 8.632, 8.018, 9.726, 4.733, 6.618, 16.658, 9.529]","[0, 1]","[0, 1]",True,"If at least one Nexiom is placed on the machine, the machine will turn on.",disjunctive,disjunctive,True,30
6636e5ffb1e341fa2390a2c0,132.572,132.571,198.754,14,"[8.422, 5.911, 12.15, 8.167, 3.62, 20.302, 3.625, 3.023, 2.852, 16.546, 6.139, 18.864, 19.192, 3.758]","[2, 3]","[2, 3]",True,object 3 and 4 must be on the platform together,conjunctive,conjunctive,True,48
6637f53e203e2f5f706d70ec,65.209,65.209,129.317,8,"[13.136, 12.057, 3.866, 4.638, 12.38, 5.242, 9.013, 4.877]","[1, 3]","[1, 3]",True,Both object 2 and object 4 must be on the machine to turn it on.  They cannot by theirsevles.,conjunctive,conjunctive,True,28
663911a7d0a58901bbe17704,71.488,71.489,129.986,12,"[10.818, 6.791, 3.833, 3.52, 5.439, 5.95, 6.894, 4.708, 4.561, 4.543, 8.726, 5.706]","[2, 3]","[2, 3]",True,both 3 and 4 need to be on the others do not matter,conjunctive,conjunctive,True,37
663a41265f6d1a3d681574c2,48.319,48.319,101.25,3,"[14.371, 23.295, 10.653]",[3],"[1, 3]",False,The Nexiom machine is turned on by Object 4 only,disjunctive,conjunctive,False,16
66444fab51653be6d035845e,42.347,42.348,142.582,6,"[15.706, 6.226, 3.113, 4.83, 4.546, 7.927]","[2, 3]","[2, 3]",True,Using 2 objects.,conjunctive,conjunctive,True,16
66464711c6986686ce7a99ec,102.548,102.549,162.897,11,"[22.689, 13.655, 4.008, 5.478, 4.287, 6.386, 6.705, 6.089, 11.464, 15.018, 6.77]","[1, 3]","[1, 3]",True,Objects 2 and 4 both have to be on the machine,conjunctive,conjunctive,True,31
664cfc36d05e1ed37dd9f91e,21.916,21.916,108.642,3,"[4.918, 9.286, 7.712]","[2, 3]","[2, 3]",True,"If a nexiom is on the machine, then the machine turns on.",disjunctive,disjunctive,True,13
664f96491b1f7c4bf98dfc87,152.591,152.591,232.751,6,"[18.146, 48.201, 15.759, 33.614, 12.258, 24.613]","[0, 1, 2, 3]","[2, 3]",False,Nexiom turns on when all four objects are placed on their respective platforms,conjunctive,conjunctive,True,24
6655fd511b6c8d1fd05de12d,188.661,188.662,285.215,9,"[23.497, 8.492, 5.354, 10.986, 7.71, 41.46, 32.609, 47.156, 11.398]","[1, 3]","[1, 3]",True,"When Object 2 and 4 are used together, this causes the object to to turn on the machine.",conjunctive,conjunctive,True,43
665a8db299aa3f8fb8ff8c4d,33.689,33.689,130.131,7,"[8.037, 5.144, 3.946, 3.74, 3.618, 3.097, 6.107]","[2, 3]","[2, 3]",True,"If either object 3 or 4 is on the platform, the machine will turn on.  Objects 1 and 2 do not have an effect on the machine.",disjunctive,disjunctive,True,25
66621dc2ec23614444716d2c,32.289,32.289,193.703,4,"[12.791, 6.627, 7.847, 5.024]",[],"[0, 1]",False,"i dont know, maybe it's just  a compatible object",disjunctive,conjunctive,False,11
66736b0ac390b463a383ffc5,198.471,198.471,464.75,12,"[11.805, 38.796, 3.298, 25.871, 19.246, 6.526, 0.781, 10.963, 18.576, 19.636, 20.674, 22.299]","[1, 2, 3]","[2, 3]",False,3 and 5 together,disjunctive,conjunctive,False,34
6676ddf4aeae188a30f824f5,33.025,33.025,106.684,8,"[4.056, 8.009, 2.913, 2.168, 3.8, 2.541, 4.405, 5.133]","[1, 3]","[1, 3]",True,I think objects 2 and 4 must be active to turn the machine on.,conjunctive,conjunctive,True,18
667984ded209db9088acaf30,22.965,22.964,68.217,4,"[4.513, 7.495, 4.186, 6.77]","[0, 3]","[0, 3]",True,End objects are nexioms,disjunctive,disjunctive,True,9
667b4043a7f74c3ff540a60d,23.095,23.096,116.871,4,"[10.693, 3.805, 4.359, 4.239]","[2, 3]","[2, 3]",True,Numbers higher than 2 turn on the Nexiom machine.,disjunctive,disjunctive,True,12
667d08e12ac1bcbdd829a936,13.722,13.722,96.445,4,"[3.881, 4.044, 2.701, 3.096]",[],"[0, 1]",False,"I believe that when the object is a Nexiom, it will cause the Nexiom machine to turn on.",disjunctive,conjunctive,False,11
6684bbcfad6facc374fd6523,57.93,57.93,176.336,7,"[6.173, 5.37, 6.407, 3.827, 4.947, 21.463, 9.743]","[0, 2]","[0, 2]",True,Object 1 and/or object 3 are Nexioms and can be placed separately or together to turn the machine on,disjunctive,disjunctive,True,21
668ac4c1b3549e7f656154d4,16.616,16.616,64.762,4,"[4.117, 3.847, 5.786, 2.866]","[0, 3]","[0, 3]",True,"If a Nexiom is on the machine, it turns on.",disjunctive,disjunctive,True,12
669abec15946546f5a97a5ff,23.262,23.263,122.066,4,"[7.359, 8.989, 3.513, 3.402]","[1, 2]","[1, 2]",True,Inner objects are nexioms.,disjunctive,disjunctive,True,11
669acab688899abf41e03bb5,276.404,276.404,401.931,14,"[11.681, 14.842, 14.317, 10.226, 8.64, 12.013, 16.185, 14.883, 28.759, 11.064, 16.906, 29.264, 13.384, 74.24]","[0, 3]","[0, 3]",True,Both 1 and 4 on the platform,conjunctive,conjunctive,True,51
66ac6629c0da194f918ca3fb,96.008,96.007,181.799,16,"[4.364, 5.135, 4.372, 4.184, 5.232, 3.16, 4.293, 8.305, 4.629, 4.931, 5.586, 7.812, 8.641, 4.107, 6.833, 14.423]","[0, 1]","[0, 1]",True,"The machine only turns on when both Object 1 and Object 2 are placed on the platform, and all other objects are irrelevant.",conjunctive,conjunctive,True,54
66ae0709d8dd8981a2d6ee04,100.637,100.638,190.871,6,"[66.906, 3.558, 3.437, 1.084, 6.913, 18.74]","[1, 3]","[1, 3]",True,Even-numbered objects power the Nexiom machine (?),disjunctive,disjunctive,True,20
66d327f02e9e567850b49aee,128.958,128.958,208.064,5,"[29.006, 10.318, 84.362, 3.79, 1.482]","[0, 1, 2, 3]","[0, 3]",False,All objects need to be on the platform to turn on the machine.,conjunctive,conjunctive,True,19
66de20cd48ec5f6eed0efb42,72.333,72.331,142.08,8,"[8.11, 8.006, 6.002, 14.52, 6.234, 2.242, 21.172, 6.045]","[0, 1]","[0, 1]",True,Both Object 1 and 2 have to be on to turn the machine on.,conjunctive,conjunctive,True,26
66df530525ff636218e380bf,72.211,72.212,152.249,9,"[9.681, 10.149, 12.14, 8.257, 8.573, 5.244, 4.211, 6.984, 6.973]","[0, 3]","[0, 3]",True,This was the only combination that would turn it on while using minimal pieces.,conjunctive,conjunctive,True,29
66e0bc36ad31c37654af5fc8,30.167,30.168,158.33,4,"[8.057, 8.302, 7.169, 6.64]","[0, 1]","[0, 1]",True,The first two are Nexioms,disjunctive,disjunctive,True,15
66e641a57e7f41866f9e705f,91.563,91.564,223.623,12,"[9.08, 8.345, 5.572, 4.673, 8.374, 19.153, 4.66, 6.655, 7.502, 5.687, 8.686, 3.177]","[1, 3]","[1, 3]",True,"To be honest, it seems a little unclear to me. I know that 2 and 4 together turns it on, but separately they don't. I don't understand how that it is the case, but it's what I observed.",conjunctive,conjunctive,True,34
66ee186efc9a208ef9446a30,29.132,29.134,211.613,6,"[6.395, 6.614, 4.681, 3.873, 3.012, 4.559]","[0, 1]","[0, 1]",True,The machine turns on if the object placed on it is numbered two or less.,disjunctive,disjunctive,True,20
67005512302c242e2c34d34d,110.132,110.132,242.123,16,"[6.299, 5.171, 2.859, 2.641, 6.047, 4.75, 4.355, 4.619, 3.623, 5.197, 2.902, 11.875, 5.911, 24.106, 10.543, 9.234]","[0, 3]","[0, 3]",True,At least Object 1 and Object 4 have to be on the machine platform to turn it on. Other objects on the platform have no additional effect.,conjunctive,conjunctive,True,65
6722cf4c8679d8fe777e4364,63.221,63.222,119.736,11,"[5.968, 8.074, 10.096, 4.021, 5.581, 3.606, 3.008, 10.216, 4.494, 3.873, 4.285]","[0, 1]","[0, 1]",True,Objects 1 and 2 must both be on to turn on this Nexiom machine.,conjunctive,conjunctive,True,27
672cb8ccdb8232e7fee580ed,36.547,36.548,112.305,5,"[4.157, 5.935, 4.536, 5.288, 16.632]","[0, 2]","[0, 2]",True,Every other button,disjunctive,disjunctive,True,21
672edcfc36facd5b8d65d53d,19.841,19.841,58.405,5,"[5.62, 3.207, 4.003, 2.833, 4.178]","[0, 3]","[0, 3]",True,"If the object is placed on the machine, it turns on the Nexiom machine.",conjunctive,disjunctive,False,13
673bf98fb59b6d9e50a9080c,26.772,26.773,835.877,4,"[8.609, 6.847, 5.881, 5.436]",[0],"[0, 1]",False,the nexiom machine only turns on if the object is a nexiom,disjunctive,conjunctive,False,8
67758b914f06b14a31669644,38.383,38.382,118.349,4,"[5.979, 5.229, 15.319, 11.855]","[1, 3]","[1, 3]",True,Only even number objects turn it on,disjunctive,disjunctive,True,11
677816a3469477f7f02c31c8,112.829,112.831,188.396,12,"[27.68, 3.29, 3.402, 3.395, 5.09, 4.924, 7.833, 7.501, 13.88, 24.659, 6.139, 5.038]","[2, 3]","[2, 3]",True,The Nexiom machine will only turn on if objects 3 or 4 are placed on the machine.,disjunctive,disjunctive,True,39
677a9ad8c567199c95f2dc4c,13.86,13.86,184.163,1,[13.86],"[0, 3]","[1, 2]",False,I think the objects turn on in  this machine by being placed in the machine,conjunctive,conjunctive,True,2
678557116f825dad357b623c,73.04,73.04,140.364,16,"[5.832, 7.829, 6.389, 4.944, 5.748, 7.624, 3.969, 4.347, 3.602, 9.55, 6.794, 4.201, 0.602, 0.922, 0.398, 0.289]","[0, 3]","[0, 3]",True,The objects turn on the nexiom machine if one or more of the nexioms are selected,disjunctive,disjunctive,True,41
67ab642b1885c553052f7e8a,7.872,7.872,97.345,1,[7.872],[3],"[1, 2]",False,"When the 4th object is placed on the machine, it powers on suggesting it is a Nexiom.",disjunctive,conjunctive,False,7
67c0af3cdbc67c93008f0616,64.572,64.573,173.361,6,"[8.59, 8.716, 36.951, 3.201, 2.821, 4.294]","[1, 3]","[1, 3]",True,"Seems like if at least one nexiom is on the machine, the machine turns on. (Didn't check for multiple non-nexioms or multiple nexioms oops :S)",disjunctive,disjunctive,True,22
